account_id	invoice_period_from	invoice_period_until	invoice_days	invoice_amount
0010h00001ZoN3BAAV	2022-03-05	2023-03-04	365	1804
0010h00001ZoNZRAA3	2020-02-05	2021-02-04	366	2744
0010h00001ZoNfkAAF	2020-04-10	2021-04-09	365	1942
0010h00001ZoPTQAA3	2020-02-04	2021-02-03	366	2245
0010h00001ZoROBAA3	2020-02-07	2021-02-06	366	2575
0010h00001ZoROBAA3	2021-02-07	2022-02-06	365	1767
0010h00001ZoRf0AAF	2020-02-07	2021-02-06	366	3427
0010h00001ZoRf0AAF	2020-10-22	2021-02-06	108	519
0010h00001ZoRf0AAF	2021-02-07	2022-02-06	365	3787
0010h00001ZoRf0AAF	2022-02-07	2023-02-06	365	2010
0010h00001ZoRslAAF	2020-02-07	2021-02-06	366	1698
0010h00001ZoSKqAAN	2020-02-08	2021-02-07	366	1118
0010h00001ZoSKqAAN	2021-02-08	2022-02-07	365	1719
0010h00001ZoSKqAAN	2022-02-08	2023-02-07	365	1949
0010h00001ZoboIAAR	2020-02-15	2021-02-14	366	5911
0010h00001ZoboIAAR	2021-02-15	2022-02-14	365	11372
0010h00001ZoboIAAR	2022-02-15	2023-02-14	365	4681
0010h00001ZocFaAAJ	2020-02-13	2021-02-12	366	2230
0010h00001ZocFaAAJ	2021-02-13	2022-02-12	365	2109
0010h00001ZocFaAAJ	2022-02-13	2023-02-12	365	2190
0010h00001ZodM5AAJ	2020-02-13	2021-02-12	366	9632
0010h00001ZodM5AAJ	2021-02-13	2022-02-12	365	2230
0010h00001ZoggrAAB	2020-02-14	2021-02-13	366	1828
0010h00001ZokVRAAZ	2020-02-15	2021-02-14	366	2387
0010h00001ZokVRAAZ	2021-02-15	2022-02-14	365	3473
0010h00001ZokVRAAZ	2021-03-30	2022-02-14	322	2211
0010h00001ZokVRAAZ	2022-02-15	2023-02-14	365	1522
0010h00001ZokXwAAJ	2020-02-17	2021-02-16	366	1494
0010h00001ZooPHAAZ	2020-02-18	2021-02-17	366	3326
0010h00001ZopqpAAB	2020-02-18	2021-02-17	366	1046
0010h00001ZopqpAAB	2021-02-18	2022-02-17	365	2139
0010h00001ZopqpAAB	2022-02-18	2023-02-17	365	2183
0010h00001ZoqHlAAJ	2020-03-18	2021-03-17	365	2031
0010h00001ZoqHlAAJ	2021-03-18	2022-03-17	365	1564
0010h00001ZoqHlAAJ	2022-03-18	2023-03-17	365	1868
0010h00001ZoqJDAAZ	2020-02-20	2021-02-19	366	4222
0010h00001ZoqJDAAZ	2021-02-20	2022-02-19	365	5114
0010h00001ZoqJDAAZ	2022-02-20	2023-02-19	365	4743
0010h00001ZosSdAAJ	2020-02-19	2021-02-18	366	6424
0010h00001ZosSdAAJ	2021-02-19	2022-02-18	365	2693
0010h00001ZosSdAAJ	2022-02-19	2023-02-18	365	4856
0010h00001Zwt8tAAB	2020-02-26	2021-02-25	366	1271
0010h00001Zwv9dAAB	2020-02-22	2021-02-21	366	721
0010h00001Zwv9dAAB	2021-02-22	2022-02-21	365	882
0010h00001Zwv9dAAB	2022-02-22	2023-02-21	365	751
0010h00001Zx18aAAB	2020-02-26	2021-02-25	366	442
0010h00001Zx18aAAB	2020-04-19	2021-02-25	313	1539
0010h00001Zx18aAAB	2021-02-25	2022-02-24	365	4188
0010h00001Zx18aAAB	2022-02-25	2023-02-24	365	2665
0010h00001Zx2NKAAZ	2020-03-07	2021-03-06	365	1477
0010h00001Zx2NKAAZ	2021-03-07	2022-03-06	365	1842
0010h00001Zx39sAAB	2020-02-26	2021-02-25	366	4434
0010h00001Zx39sAAB	2021-02-26	2022-02-25	365	2764
0010h00001ZxF2fAAF	2021-04-03	2022-04-02	365	7927
0010h00001ZxF2fAAF	2021-06-08	2022-04-02	299	855
0010h00001ZxF2fAAF	2021-09-08	2022-04-02	207	1639
0010h00001ZxGEkAAN	2020-02-28	2021-02-27	366	2315
0010h00001ZxGEkAAN	2021-02-28	2022-02-27	365	1679
0010h00001ZxGEkAAN	2022-02-28	2023-02-27	365	2441
0010h00001ZxGKvAAN	2020-02-28	2021-02-27	366	910
0010h00001ZxJg0AAF	2020-02-14	2021-02-13	366	5582
0010h00001ZxJg0AAF	2021-02-14	2022-02-13	365	3270
0010h00001ZxJg0AAF	2022-02-14	2023-02-13	365	4371
0010h00001ZxK18AAF	2020-03-01	2021-02-28	365	1123
0010h00001ZxK18AAF	2021-03-01	2022-02-28	365	2345
0010h00001ZxK18AAF	2022-03-01	2023-02-28	365	2766
0010h00001ZxPrJAAV	2020-03-13	2021-03-12	365	1485
0010h00001ZxPrJAAV	2021-03-13	2022-03-12	365	1247
0010h00001ZxPrJAAV	2022-03-13	2023-03-12	365	2207
0010h00001ZxT0kAAF	2020-01-27	2020-03-04	38	86
0010h00001ZxT0kAAF	2020-02-27	2021-02-26	366	3109
0010h00001ZxT9XAAV	2021-03-05	2022-03-04	365	6182
0010h00001ZxT9XAAV	2022-03-05	2023-03-04	365	3411
0010h00001ZxUQFAA3	2020-03-06	2021-03-05	365	1191
0010h00001ZxUQFAA3	2021-03-06	2022-03-05	365	795
0010h00001ZxVHAAA3	2020-03-06	2021-03-05	365	1276
0010h00001ZxViuAAF	2020-03-15	2021-03-14	365	5423
0010h00001ZxViuAAF	2021-03-15	2022-03-14	365	9058
0010h00001ZxViuAAF	2022-03-15	2023-03-14	365	5237
0010h00001ZxVlUAAV	2020-03-07	2021-03-06	365	1850
0010h00001ZxX4iAAF	2020-03-07	2021-03-06	365	1108
0010h00001ZxXD1AAN	2020-04-17	2021-04-16	365	2469
0010h00001ZxeibAAB	2020-03-11	2021-03-10	365	2013
0010h00001ZxeibAAB	2021-03-11	2022-03-10	365	1821
0010h00001ZxeibAAB	2022-03-11	2023-03-10	365	2381
0010h00001ZxeibAAB	2023-03-11	2024-03-10	366	1540
0010h00001ZxuUkAAJ	2021-03-10	2022-03-09	365	1110
0010h00001ZxwXgAAJ	2020-03-19	2021-03-18	365	1256
0010h00001ZxwXgAAJ	2021-03-19	2022-03-18	365	1646
0010h00001ZxwXgAAJ	2022-03-19	2023-03-18	365	2583
0010h00001ZxypoAAB	2020-04-29	2021-04-28	365	7852
0010h00001ZxypoAAB	2021-04-29	2022-04-28	365	12118
0010h00001ZxypoAAB	2022-04-29	2023-04-28	365	7305
0010h00001ZyDRCAA3	2020-03-27	2021-03-26	365	1102
0010h00001ZyEl4AAF	2020-03-27	2021-03-26	365	725
0010h00001ZyEl4AAF	2021-03-27	2022-03-26	365	488
0010h00001ZyHznAAF	2021-05-05	2022-05-04	365	2665
0010h00001ZyJ7XAAV	2021-07-16	2022-07-15	365	6384
0010h00001ZyVozAAF	2020-04-16	2021-04-15	365	1748
0010h00001ZyVozAAF	2021-04-16	2022-04-15	365	1442
0010h00001ZyefWAAR	2020-04-08	2021-04-07	365	1091
0010h00001ZyffAAAR	2020-04-11	2021-04-10	365	3968
0010h00001ZyffAAAR	2020-06-23	2021-04-10	292	2918
0010h00001ZyffAAAR	2020-08-19	2021-04-10	235	1279
0010h00001ZyffAAAR	2021-04-21	2022-04-20	365	10966
0010h00001ZyffAAAR	2021-08-19	2022-04-20	245	610
0010h00001ZyffAAAR	2022-04-21	2023-04-20	365	14982
0010h00001ZyffAAAR	2022-07-08	2023-04-20	287	253
0010h00001ZyffAAAR	2022-11-03	2023-04-20	169	2012
0010h00001ZyhjIAAR	2020-04-10	2021-04-09	365	5253
0010h00001ZyhmvAAB	2022-03-18	2023-03-17	365	2010
0010h00001a9DuUAAU	2020-04-21	2021-04-20	365	1482
0010h00001a9DuUAAU	2020-07-07	2021-04-20	288	1809
0010h00001a9DuUAAU	2021-04-21	2022-04-20	365	2960
0010h00001a9DuUAAU	2022-04-21	2023-04-20	365	2147
0010h00001a9E0wAAE	2020-04-23	2021-04-22	365	1771
0010h00001a9E0wAAE	2020-10-12	2021-04-22	193	830
0010h00001a9E0wAAE	2021-04-23	2022-04-22	365	2454
0010h00001a9E0wAAE	2022-04-23	2023-04-22	365	1398
0010h00001a9EYRAA2	2020-04-23	2021-04-22	365	2574
0010h00001a9GmKAAU	2020-04-30	2021-04-29	365	2227
0010h00001a9IwRAAU	2020-04-24	2021-04-23	365	2236
0010h00001a9L3DAAU	2020-04-30	2021-04-29	365	3342
0010h00001a9L3DAAU	2020-05-12	2021-04-29	353	303
0010h00001a9L3DAAU	2020-10-09	2021-10-08	365	801
0010h00001a9L3DAAU	2020-12-08	2021-12-07	365	260
0010h00001a9L3DAAU	2021-05-12	2024-05-11	1096	33265
0010h00001a9UXeAAM	2020-04-30	2021-04-29	365	3666
0010h00001a9ZrgAAE	2020-05-02	2021-05-01	365	2052
0010h00001a9ghoAAA	2020-05-06	2021-05-05	365	1836
0010h00001a9lfLAAQ	2020-05-08	2021-05-07	365	2316
0010h00001a9lfLAAQ	2021-05-08	2022-05-07	365	1223
0010h00001a9lfLAAQ	2022-05-08	2023-05-07	365	2369
0010h00001a9mafAAA	2020-05-23	2021-05-22	365	1544
0010h00001a9oozAAA	2020-05-10	2021-05-09	365	1150
0010h00001a9tiuAAA	2021-05-13	2022-05-12	365	6463
0010h00001a9tiuAAA	2022-05-13	2023-05-12	365	8625
0010h00001a9vKnAAI	2020-05-13	2021-05-12	365	3006
0010h00001a9xo3AAA	2020-05-14	2021-05-13	365	1147
0010h00001a9xo3AAA	2021-06-08	2022-06-07	365	2062
0010h00001a9yUnAAI	2020-02-05	2021-02-04	366	1391
0010h00001aACKmAAO	2020-05-21	2021-05-20	365	1175
0010h00001aACKmAAO	2021-05-21	2022-05-20	365	1876
0010h00001aACKmAAO	2022-05-21	2023-05-20	365	2630
0010h00001aACbTAAW	2020-01-09	2021-01-08	366	2235
0010h00001aAIuDAAW	2020-05-23	2021-05-22	365	4053
0010h00001aAIuDAAW	2021-07-27	2022-07-26	365	1271
0010h00001aAJMbAAO	2020-05-23	2021-05-22	365	9707
0010h00001aAJMbAAO	2021-05-23	2022-05-22	365	6780
0010h00001aAJMbAAO	2022-05-23	2023-05-22	365	9322
0010h00001aAJYiAAO	2020-05-24	2021-05-23	365	2680
0010h00001aAS5TAAW	2020-05-29	2021-05-28	365	951
0010h00001aAS5TAAW	2021-06-29	2022-06-28	365	2308
0010h00001aAS5TAAW	2022-06-29	2023-06-28	365	2340
0010h00001aAU1hAAG	2020-05-29	2021-05-28	365	2959
0010h00001aAUiyAAG	2020-02-20	2020-05-29	100	147
0010h00001aAUiyAAG	2020-04-06	2020-05-29	54	46
0010h00001aAUiyAAG	2020-05-30	2021-05-29	365	3129
0010h00001aAWFkAAO	2020-07-01	2021-06-30	365	906
0010h00001aAWFkAAO	2021-07-01	2022-06-30	365	1787
0010h00001aAWFkAAO	2022-07-01	2023-06-30	365	1678
0010h00001aAWaIAAW	2020-05-30	2021-05-29	365	2797
0010h00001aAWaIAAW	2021-05-30	2022-05-29	365	4930
0010h00001aAWaIAAW	2022-05-30	2023-05-29	365	5341
0010h00001aAeTCAA0	2021-06-04	2022-06-03	365	6346
0010h00001aAeTCAA0	2022-06-04	2023-06-03	365	5813
0010h00001aAkPbAAK	2020-06-06	2021-06-05	365	2562
0010h00001aAz7IAAS	2020-07-02	2021-07-01	365	4651
0010h00001aAz7IAAS	2021-07-02	2022-07-01	365	2803
0010h00001aAz7IAAS	2022-07-02	2023-07-01	365	2960
0010h00001aAzdlAAC	2020-06-17	2021-06-16	365	1601
0010h00001aB7jWAAS	2020-07-01	2021-06-30	365	2438
0010h00001aB7jWAAS	2021-07-01	2022-06-30	365	2302
0010h00001aB7oRAAS	2020-06-16	2021-06-15	365	1372
0010h00001aB7oRAAS	2021-06-16	2022-06-15	365	2273
0010h00001aB7oRAAS	2022-06-16	2023-06-15	365	1886
0010h00001aB9YPAA0	2020-06-19	2021-06-18	365	5232
0010h00001aBAXTAA4	2020-06-18	2021-06-17	365	1722
0010h00001aBCJ6AAO	2020-06-18	2021-06-17	365	1283
0010h00001aBCJ6AAO	2021-06-18	2022-06-17	365	2179
0010h00001aBCJ6AAO	2022-06-18	2023-06-17	365	2628
0010h00001aBF5dAAG	2020-07-01	2021-06-30	365	4732
0010h00001aBHAtAAO	2020-07-02	2021-07-01	365	1953
0010h00001aBHAtAAO	2021-02-18	2021-07-01	134	1202
0010h00001aBHAtAAO	2021-07-02	2022-07-01	365	4195
0010h00001aBHAtAAO	2022-07-02	2023-07-01	365	1691
0010h00001aBHFjAAO	2020-06-20	2021-06-19	365	1514
0010h00001aBHFjAAO	2021-06-20	2022-06-19	365	3279
0010h00001aBHFjAAO	2022-06-20	2023-06-19	365	2369
0010h00001aBJ9LAAW	2020-02-06	2021-02-05	366	3289
0010h00001avYujAAE	2020-09-03	2021-09-02	365	1416
0010h00001avnCUAAY	2020-05-01	2021-04-30	365	1947
0010h00001avnFxAAI	2020-04-15	2021-04-14	365	2158
0010h00001avnFxAAI	2021-04-15	2022-04-14	365	1327
0010h00001avpgjAAA	2020-05-07	2021-05-06	365	1896
0010h00001avpgjAAA	2021-06-07	2022-05-06	334	1
0010h00001avpgjAAA	2021-07-28	2022-07-27	365	2306
0010h00001avpgjAAA	2022-07-28	2023-07-27	365	3965
0010h00001avpxVAAQ	2020-04-16	2021-04-15	365	2453
0010h00001avpxVAAQ	2021-04-16	2022-04-15	365	1983
0010h00001avpxVAAQ	2021-05-04	2022-04-15	347	1506
0010h00001avpxVAAQ	2022-04-16	2023-04-15	365	2537
0010h00001avqNCAAY	2020-04-17	2021-04-16	365	1812
0010h00001avqNCAAY	2021-04-17	2022-04-16	365	1373
0010h00001avqNCAAY	2022-04-17	2023-04-16	365	2559
0010h00001awqobAAA	2020-07-16	2021-07-15	365	3110
0010h00001awqobAAA	2021-07-16	2022-07-15	365	2625
0010h00001awqobAAA	2022-07-16	2023-07-15	365	1633
0010h00001awt1hAAA	2020-07-17	2021-07-16	365	1553
0010h00001awt1hAAA	2021-07-17	2022-07-16	365	2029
0010h00001awt1hAAA	2022-07-17	2023-07-16	365	2075
0010h00001awt4zAAA	2020-07-16	2021-07-15	365	1403
0010h00001awt4zAAA	2021-07-16	2022-07-15	365	913
0010h00001awt4zAAA	2022-07-16	2023-07-15	365	1730
0010h00001awuxqAAA	2020-07-18	2021-07-17	365	6332
0010h00001awuxqAAA	2021-07-18	2022-07-17	365	7803
0010h00001awuxqAAA	2022-07-18	2023-07-17	365	3458
0010h00001ax5OpAAI	2020-08-05	2021-08-04	365	3517
0010h00001ax5OpAAI	2021-08-05	2022-08-04	365	2402
0010h00001ax5OpAAI	2022-08-05	2023-08-04	365	2061
0010h00001ax5gwAAA	2020-07-24	2021-07-23	365	1579
0010h00001ax7htAAA	2020-08-29	2021-08-28	365	2802
0010h00001axAMXAA2	2020-07-24	2021-07-23	365	3117
0010h00001axAMXAA2	2021-09-12	2022-09-11	365	1822
0010h00001axB00AAE	2020-07-25	2021-07-24	365	1530
0010h00001axFU8AAM	2020-06-26	2021-06-25	365	1461
0010h00001axHhaAAE	2020-04-23	2021-04-22	365	5411
0010h00001axNexAAE	2020-07-30	2021-07-29	365	1604
0010h00001axNexAAE	2021-07-30	2022-07-29	365	2238
0010h00001axNiBAAU	2020-07-30	2021-07-29	365	1375
0010h00001axQlzAAE	2020-10-15	2021-10-14	365	2023
0010h00001axQlzAAE	2021-10-15	2022-10-14	365	1937
0010h00001axQpIAAU	2020-10-01	2021-09-30	365	1893
0010h00001axTxHAAU	2020-08-09	2021-08-08	365	8717
0010h00001axXcxAAE	2020-10-14	2021-10-13	365	1241
0010h00001axfOXAAY	2020-08-03	2021-08-02	365	1135
0010h00001aximJAAQ	2020-02-12	2021-02-11	366	8141
0010h00001aximJAAQ	2020-05-07	2021-05-06	365	333
0010h00001aximJAAQ	2020-08-07	2021-08-06	365	4256
0010h00001aximJAAQ	2021-02-12	2022-02-11	365	8482
0010h00001aximJAAQ	2021-08-07	2022-08-06	365	6922
0010h00001aximJAAQ	2022-02-12	2023-02-11	365	8083
0010h00001aximJAAQ	2022-08-07	2023-08-06	365	3990
0010h00001axmVRAAY	2020-10-14	2021-10-13	365	1009
0010h00001axmjiAAA	2020-08-07	2021-08-06	365	2278
0010h00001axmjiAAA	2021-08-07	2022-08-06	365	1848
0010h00001axmjiAAA	2022-08-07	2023-08-06	365	2563
0010h00001axpDuAAI	2020-10-16	2021-10-15	365	955
0010h00001axpDuAAI	2021-10-16	2022-10-15	365	778
0010h00001axpDuAAI	2022-10-16	2025-10-15	1096	2665
0010h00001axpPlAAI	2020-08-08	2021-08-07	365	830
0010h00001axq13AAA	2020-08-09	2021-08-08	365	5011
0010h00001axq13AAA	2021-08-09	2022-08-08	365	3546
0010h00001axsgoAAA	2020-09-23	2021-09-22	365	1243
0010h00001ay4MVAAY	2020-08-13	2021-08-12	365	1823
0010h00001ay4MVAAY	2021-08-13	2022-08-12	365	2565
0010h00001ay4MVAAY	2022-08-13	2023-08-12	365	1790
0010h00001ay7hHAAQ	2020-02-05	2021-02-04	366	1363
0010h00001ayAjmAAE	2020-08-15	2021-08-14	365	1649
0010h00001ayW7WAAU	2020-08-22	2021-08-21	365	8038
0010h00001ayYacAAE	2020-08-22	2021-08-21	365	1982
0010h00001ayYacAAE	2021-08-22	2022-08-21	365	1541
0010h00001ayYacAAE	2022-08-22	2023-08-21	365	2005
0010h00001ayYkDAAU	2020-08-22	2021-08-21	365	1883
0010h00001ayYkNAAU	2020-08-22	2021-08-21	365	1230
0010h00001ayYkNAAU	2021-08-22	2022-08-21	365	2440
0010h00001ayYkNAAU	2022-08-22	2023-08-21	365	921
0010h00001ayh4MAAQ	2021-08-26	2022-08-25	365	19872
0010h00001ayh4MAAQ	2022-08-26	2023-08-25	365	15486
0010h00001ayk1GAAQ	2020-08-26	2021-08-25	365	3494
0010h00001ayk1GAAQ	2021-08-26	2022-08-25	365	3597
0010h00001ayniWAAQ	2021-10-27	2022-10-26	365	2538
0010h00001ayquBAAQ	2020-10-09	2021-10-08	365	1296
0010h00001ayr67AAA	2020-09-27	2021-09-26	365	2657
0010h00001ayttVAAQ	2020-09-03	2021-09-02	365	1721
0010h00001ayttVAAQ	2021-09-03	2022-09-02	365	2481
0010h00001ayttVAAQ	2022-09-03	2023-09-02	365	1363
0010h00001aywaVAAQ	2020-03-12	2020-08-29	171	735
0010h00001aywaVAAQ	2020-08-30	2021-08-29	365	12139
0010h00001aywaVAAQ	2021-08-30	2022-08-29	365	3035
0010h00001aywaVAAQ	2022-08-30	2024-08-29	731	9485
0010h00001az2ZgAAI	2020-09-02	2021-09-01	365	1173
0010h00001az2ZgAAI	2022-01-19	2023-01-18	365	2354
0010h00001az2ZgAAI	2023-01-19	2025-01-18	731	5067
0010h00001az8ADAAY	2020-09-04	2021-09-03	365	1213
0010h00001az8ADAAY	2021-09-04	2022-09-03	365	542
0010h00001az8ADAAY	2022-09-28	2023-09-27	365	595
0010h00001azZRmAAM	2020-09-12	2021-09-11	365	1428
0010h00001azZRmAAM	2021-09-12	2022-09-11	365	2417
0010h00001azZRmAAM	2022-09-12	2023-09-11	365	2338
0010h00001azZkAAAU	2020-09-12	2021-09-11	365	3384
0010h00001azZkAAAU	2021-09-12	2022-09-11	365	2852
0010h00001aza0cAAA	2020-09-12	2021-09-11	365	3849
0010h00001azaFSAAY	2020-11-30	2021-11-29	365	4034
0010h00001azdqRAAQ	2020-09-23	2021-09-22	365	2572
0010h00001b3q9GAAQ	2020-02-24	2021-02-23	366	3580
0010h00001b3q9GAAQ	2021-02-24	2022-02-23	365	2921
0010h00001b3q9GAAQ	2022-02-24	2023-02-23	365	4462
0010h00001b3qS4AAI	2020-03-09	2021-03-08	365	1293
0010h00001cDGBZAA4	2020-08-16	2021-08-15	365	3229
0010h00001cDGBZAA4	2021-08-16	2022-08-15	365	3822
0010h00001cDGBZAA4	2022-08-16	2024-08-15	731	12547
0010h00001cDKSJAA4	2020-07-22	2021-07-21	365	4369
0010h00001cDKSJAA4	2021-07-22	2022-07-21	365	6934
0010h00001cDKSJAA4	2022-08-31	2023-08-30	365	4467
0010h00001cDL3xAAG	2020-06-25	2021-06-24	365	2670
0010h00001cDLEgAAO	2020-07-09	2021-07-08	365	1412
0010h00001cDMpRAAW	2021-03-04	2022-03-03	365	1920
0010h00001cDMpRAAW	2022-03-04	2023-03-03	365	2102
0010h00001cDPJ3AAO	2020-10-01	2021-09-30	365	1724
0010h00001cDRFAAA4	2020-06-28	2021-06-27	365	1871
0010h00001cDYW5AAO	2020-07-11	2021-07-10	365	7636
0010h00001cDYW5AAO	2021-07-11	2022-07-10	365	14981
0010h00001cDaNxAAK	2020-07-02	2021-07-01	365	1310
0010h00001cDaNxAAK	2021-07-02	2022-07-01	365	864
0010h00001cDaNxAAK	2022-07-02	2023-07-01	365	1178
0010h00001cDeI7AAK	2020-07-04	2021-07-03	365	986
0010h00001cDeI7AAK	2021-07-04	2022-07-03	365	2246
0010h00001cDgLuAAK	2020-07-05	2021-07-04	365	2614
0010h00001cDgLuAAK	2021-07-05	2022-07-04	365	1572
0010h00001cDlS1AAK	2020-07-08	2021-07-07	365	2025
0010h00001cDlYyAAK	2020-07-11	2021-07-10	365	1215
0010h00001cDlYyAAK	2021-07-11	2022-07-10	365	2440
0010h00001cDlYyAAK	2022-07-11	2023-07-10	365	1627
0010h00001cDnKnAAK	2020-07-08	2021-07-07	365	2374
0010h00001cDnKnAAK	2021-07-08	2022-07-07	365	1189
0010h00001cDnKnAAK	2022-07-08	2023-07-07	365	1050
0010h00001cDo0EAAS	2020-07-09	2021-07-08	365	2027
0010h00001cDo0EAAS	2021-07-09	2022-07-08	365	2077
0010h00001cDo0EAAS	2022-07-09	2023-07-08	365	2665
0010h00001cDoL7AAK	2020-06-19	2020-07-09	21	28
0010h00001cDoL7AAK	2020-07-10	2021-07-09	365	9759
0010h00001cDoL7AAK	2021-07-10	2022-07-09	365	6809
0010h00001cDoL7AAK	2021-08-20	2022-07-09	324	604
0010h00001cDoL7AAK	2022-07-10	2024-07-09	731	6925
0010h00001cDqTZAA0	2020-07-11	2021-07-10	365	2091
0010h00001cDqTZAA0	2021-07-11	2022-07-10	365	1188
0010h00001cDtwlAAC	2020-07-12	2021-07-11	365	5156
0010h00001cxUs0AAE	2020-09-17	2021-09-16	365	5186
0010h00001cxUs0AAE	2021-09-17	2022-09-16	365	7475
0010h00001cxUs0AAE	2022-02-16	2022-09-16	213	421
0010h00001cxUs0AAE	2022-09-17	2023-09-16	365	6725
0010h00001cxUsAAAU	2020-09-17	2021-09-16	365	1640
0010h00001cxUsAAAU	2021-10-25	2022-10-24	365	1058
0010h00001cxUsAAAU	2022-10-14	2023-10-13	365	4995
0010h00001cxYQyAAM	2020-09-18	2021-09-17	365	1901
0010h00001cxYQyAAM	2021-09-18	2022-09-17	365	1685
0010h00001cxYQyAAM	2022-09-18	2023-09-17	365	1517
0010h00001cxeSsAAI	2020-10-08	2021-10-07	365	2534
0010h00001cxeX0AAI	2020-09-20	2021-09-19	365	1147
0010h00001cxkARAAY	2020-09-23	2021-09-22	365	1518
0010h00001cxkARAAY	2021-09-23	2022-09-22	365	953
0010h00001cxkARAAY	2022-09-23	2023-09-22	365	950
0010h00001cxkHDAAY	2020-01-24	2021-01-23	366	196
0010h00001cxkHDAAY	2021-01-24	2022-01-23	365	687
0010h00001cxkHDAAY	2022-01-24	2023-01-23	365	330
0010h00001cxkHNAAY	2020-10-02	2021-10-01	365	3738
0010h00001cxkHNAAY	2021-10-02	2022-10-01	365	2985
0010h00001cxkHNAAY	2022-10-02	2023-10-01	365	3996
0010h00001cxvD4AAI	2020-09-25	2021-09-24	365	1161
0010h00001cxvD4AAI	2021-09-25	2022-09-24	365	926
0010h00001cxvD4AAI	2022-09-25	2023-09-24	365	538
0010h00001cxxrfAAA	2020-11-13	2021-11-12	365	2478
0010h00001cxxrfAAA	2021-11-13	2022-11-12	365	1198
0010h00001cxxrfAAA	2022-11-13	2025-11-12	1096	4052
0010h00001cy76lAAA	2020-09-24	2021-09-23	365	1982
0010h00001cy76lAAA	2021-09-24	2022-09-23	365	2662
0010h00001cy76lAAA	2022-09-24	2023-09-23	365	1989
0010h00001cy9PkAAI	2020-09-30	2021-09-29	365	2240
0010h00001cy9eOAAQ	2020-09-30	2021-09-29	365	3355
0010h00001cy9eOAAQ	2021-09-30	2022-09-29	365	1799
0010h00001cy9eOAAQ	2022-09-30	2023-09-29	365	1712
0010h00001cyB79AAE	2020-10-01	2021-09-30	365	1578
0010h00001cyGWBAA2	2020-10-01	2021-09-30	365	4636
0010h00001cyKlJAAU	2020-10-04	2021-10-03	365	1541
0010h00001cyKlJAAU	2021-10-04	2022-10-03	365	2538
0010h00001cyVZzAAM	2020-10-02	2021-10-01	365	1086
0010h00001cyVZzAAM	2021-10-02	2022-10-01	365	1200
0010h00001cydnWAAQ	2020-10-10	2021-10-09	365	1552
0010h00001cydnWAAQ	2021-10-10	2022-10-09	365	2052
0010h00001cydnWAAQ	2022-10-10	2023-10-09	365	1172
0010h00001cyjXUAAY	2020-10-11	2021-10-10	365	1424
0010h00001cyjXUAAY	2021-10-11	2022-10-10	365	1981
0010h00001cyvACAAY	2020-10-15	2021-10-14	365	2457
0010h00001cyvh1AAA	2020-10-16	2021-10-15	365	1539
0010h00001cyvh1AAA	2021-10-16	2022-10-15	365	1675
0010h00001cyvh1AAA	2022-10-16	2023-10-15	365	968
0010h00001cz1SXAAY	2020-10-17	2021-10-16	365	4832
0010h00001cz1SXAAY	2021-10-17	2022-10-16	365	5128
0010h00001cz1rpAAA	2020-10-18	2021-10-17	365	1169
0010h00001cz4B9AAI	2020-10-18	2021-10-17	365	2258
0010h00001czNSOAA2	2020-10-24	2021-10-23	365	636
0010h00001czNSOAA2	2021-10-24	2022-10-23	365	759
0010h00001czQN3AAM	2020-10-28	2021-10-27	365	1936
0010h00001czYhEAAU	2022-05-26	2023-05-25	365	2117
0010h00001czYwdAAE	2020-10-28	2021-10-27	365	5465
0010h00001czYwdAAE	2021-10-28	2022-10-27	365	6760
0010h00001czYwdAAE	2022-10-28	2024-10-27	731	15546
0010h00001czi55AAA	2020-11-20	2021-11-19	365	2692
0010h00001czi6wAAA	2020-10-31	2021-10-30	365	1920
0010h00001czi6wAAA	2022-02-28	2023-02-27	365	2997
0010h00001czicvAAA	2022-08-08	2023-08-07	365	2145
0010h00001czlKfAAI	2020-11-01	2021-10-31	365	2685
0010h00001czlKfAAI	2021-11-01	2022-10-31	365	2985
0010h00001czlKfAAI	2022-11-01	2023-10-31	365	1309
0010h00001czwjhAAA	2020-11-05	2021-11-04	365	1910
0010h00001czwjhAAA	2021-11-05	2022-11-04	365	2390
0010h00001czwjmAAA	2020-11-04	2021-11-03	365	2458
0010h00001czwjmAAA	2021-11-04	2022-11-03	365	976
0010h00001d0CAOAA2	2020-11-12	2021-11-11	365	4121
0010h00001d0CAOAA2	2021-11-12	2024-11-11	1096	11539
0010h00001d0FQfAAM	2020-11-12	2021-11-11	365	1196
0010h00001d0FSRAA2	2020-11-12	2021-11-11	365	3348
0010h00001d0FSRAA2	2021-02-05	2021-11-11	280	343
0010h00001d0FSRAA2	2021-02-22	2021-11-11	263	330
0010h00001d0FSRAA2	2021-11-12	2022-11-11	365	4963
0010h00001d0FSRAA2	2022-04-19	2022-11-11	207	182
0010h00001d0FSRAA2	2022-11-12	2023-11-11	365	1938
0010h00001d0IlbAAE	2020-11-19	2021-11-18	365	2843
0010h00001d0LZsAAM	2020-11-13	2021-11-12	365	1727
0010h00001d0LZsAAM	2021-11-13	2022-11-12	365	1278
0010h00001d0LZsAAM	2022-11-13	2023-11-12	365	1273
0010h00001d0M6WAAU	2020-11-13	2021-11-12	365	1099
0010h00001d0OihAAE	2020-11-14	2021-11-13	365	2164
0010h00001d0OihAAE	2021-11-14	2022-11-13	365	1082
